"SalesOrderDetailID","CarrierTrackingNumber","OrderQty","ProductID","SpecialOfferID","UnitPrice","LineTotal","ModifiedDate"
31,"2E53-4802-85",5,770,1,419.4589,2097.2945,"2001-07-01 00:00:00"
32,"2E53-4802-85",2,730,1,183.9382,367.8764,"2001-07-01 00:00:00"
33,"2E53-4802-85",4,754,1,874.794,3499.176,"2001-07-01 00:00:00"
34,"2E53-4802-85",3,725,1,183.9382,551.8146,"2001-07-01 00:00:00"
35,"2E53-4802-85",5,762,1,419.4589,2097.2945,"2001-07-01 00:00:00"
36,"2E53-4802-85",3,765,1,419.4589,1258.3767,"2001-07-01 00:00:00"
37,"2E53-4802-85",2,768,1,419.4589,838.9178,"2001-07-01 00:00:00"
38,"2E53-4802-85",1,753,1,2146.962,2146.962,"2001-07-01 00:00:00"
39,"2E53-4802-85",1,756,1,874.794,874.794,"2001-07-01 00:00:00"
40,"2E53-4802-85",3,763,1,419.4589,1258.3767,"2001-07-01 00:00:00"
41,"2E53-4802-85",1,732,1,356.898,356.898,"2001-07-01 00:00:00"
42,"2E53-4802-85",6,758,1,874.794,5248.764,"2001-07-01 00:00:00"
43,"2E53-4802-85",1,729,1,183.9382,183.9382,"2001-07-01 00:00:00"
44,"2E53-4802-85",3,722,1,178.5808,535.7424,"2001-07-01 00:00:00"
45,"2E53-4802-85",1,749,1,2146.962,2146.962,"2001-07-01 00:00:00"
46,"2E53-4802-85",3,760,1,419.4589,1258.3767,"2001-07-01 00:00:00"
47,"2E53-4802-85",1,726,1,183.9382,183.9382,"2001-07-01 00:00:00"
48,"2E53-4802-85",1,733,1,356.898,356.898,"2001-07-01 00:00:00"
49,"2E53-4802-85",1,738,1,178.5808,178.5808,"2001-07-01 00:00:00"
50,"2E53-4802-85",3,766,1,419.4589,1258.3767,"2001-07-01 00:00:00"
51,"2E53-4802-85",1,755,1,874.794,874.794,"2001-07-01 00:00:00"
52,"1E90-4FBF-B6",1,760,1,419.4589,419.4589,"2001-07-01 00:00:00"
53,"2F44-4BA1-BB",1,772,1,2039.994,2039.994,"2001-07-01 00:00:00"
54,"2F44-4BA1-BB",4,775,1,2024.994,8099.976,"2001-07-01 00:00:00"
55,"2F44-4BA1-BB",1,714,1,28.8404,28.8404,"2001-07-01 00:00:00"
56,"2F44-4BA1-BB",1,716,1,28.8404,28.8404,"2001-07-01 00:00:00"
57,"2F44-4BA1-BB",2,777,1,2024.994,4049.988,"2001-07-01 00:00:00"
58,"2F44-4BA1-BB",3,771,1,2039.994,6119.982,"2001-07-01 00:00:00"
59,"2F44-4BA1-BB",1,773,1,2039.994,2039.994,"2001-07-01 00:00:00"
60,"2F44-4BA1-BB",1,778,1,2024.994,2024.994,"2001-07-01 00:00:00"
61,"19F0-4638-8E",2,711,1,20.1865,40.373,"2001-07-01 00:00:00"
62,"19F0-4638-8E",1,773,1,2039.994,2039.994,"2001-07-01 00:00:00"
63,"19F0-4638-8E",1,707,1,20.1865,20.1865,"2001-07-01 00:00:00"
64,"19F0-4638-8E",2,715,1,28.8404,57.6808,"2001-07-01 00:00:00"
65,"19F0-4638-8E",2,777,1,2024.994,4049.988,"2001-07-01 00:00:00"
66,"19F0-4638-8E",2,712,1,5.1865,10.373,"2001-07-01 00:00:00"
67,"19F0-4638-8E",2,775,1,2024.994,4049.988,"2001-07-01 00:00:00"
68,"19F0-4638-8E",1,778,1,2024.994,2024.994,"2001-07-01 00:00:00"
69,"19F0-4638-8E",6,709,1,5.7,34.2,"2001-07-01 00:00:00"
70,"19F0-4638-8E",1,776,1,2024.994,2024.994,"2001-07-01 00:00:00"
71,"D46A-40CA-8D",1,764,1,419.4589,419.4589,"2001-07-01 00:00:00"
72,"D46A-40CA-8D",1,753,1,2146.962,2146.962,"2001-07-01 00:00:00"
73,"D46A-40CA-8D",1,732,1,356.898,356.898,"2001-07-01 00:00:00"
74,"D46A-40CA-8D",1,756,1,874.794,874.794,"2001-07-01 00:00:00"
75,"D46A-40CA-8D",2,768,1,419.4589,838.9178,"2001-07-01 00:00:00"
76,"D46A-40CA-8D",1,766,1,419.4589,419.4589,"2001-07-01 00:00:00"
77,"4DFB-4B10-A6",3,710,1,5.7,17.1,"2001-07-01 00:00:00"
78,"4DFB-4B10-A6",1,773,1,2039.994,2039.994,"2001-07-01 00:00:00"
79,"4DFB-4B10-A6",1,778,1,2024.994,2024.994,"2001-07-01 00:00:00"
80,"4DFB-4B10-A6",1,775,1,2024.994,2024.994,"2001-07-01 00:00:00"
81,"365D-4C9A-BE",3,756,1,874.794,2624.382,"2001-07-01 00:00:00"
82,"365D-4C9A-BE",2,753,1,2146.962,4293.924,"2001-07-01 00:00:00"
83,"365D-4C9A-BE",7,760,1,419.4589,2936.2123,"2001-07-01 00:00:00"
84,"365D-4C9A-BE",6,765,1,419.4589,2516.7534,"2001-07-01 00:00:00"
85,"365D-4C9A-BE",6,715,1,28.8404,173.0424,"2001-07-01 00:00:00"
86,"365D-4C9A-BE",6,730,1,183.9382,1103.6292,"2001-07-01 00:00:00"
87,"365D-4C9A-BE",2,707,1,20.1865,40.373,"2001-07-01 00:00:00"
88,"365D-4C9A-BE",2,711,1,20.1865,40.373,"2001-07-01 00:00:00"
89,"365D-4C9A-BE",2,754,1,874.794,1749.588,"2001-07-01 00:00:00"
90,"365D-4C9A-BE",4,712,1,5.1865,20.746,"2001-07-01 00:00:00"
91,"365D-4C9A-BE",2,729,1,183.9382,367.8764,"2001-07-01 00:00:00"
92,"365D-4C9A-BE",3,755,1,874.794,2624.382,"2001-07-01 00:00:00"
93,"365D-4C9A-BE",3,761,1,419.4589,1258.3767,"2001-07-01 00:00:00"
94,"365D-4C9A-BE",2,770,1,419.4589,838.9178,"2001-07-01 00:00:00"
95,"365D-4C9A-BE",3,726,1,183.9382,551.8146,"2001-07-01 00:00:00"
96,"365D-4C9A-BE",2,764,1,419.4589,838.9178,"2001-07-01 00:00:00"
97,"365D-4C9A-BE",2,766,1,419.4589,838.9178,"2001-07-01 00:00:00"
98,"365D-4C9A-BE",2,725,1,183.9382,367.8764,"2001-07-01 00:00:00"
99,"365D-4C9A-BE",1,716,1,28.8404,28.8404,"2001-07-01 00:00:00"
100,"365D-4C9A-BE",2,768,1,419.4589,838.9178,"2001-07-01 00:00:00"
101,"365D-4C9A-BE",4,732,1,356.898,1427.592,"2001-07-01 00:00:00"
102,"365D-4C9A-BE",6,758,1,874.794,5248.764,"2001-07-01 00:00:00"
103,"365D-4C9A-BE",4,762,1,419.4589,1677.8356,"2001-07-01 00:00:00"
104,"365D-4C9A-BE",3,738,1,178.5808,535.7424,"2001-07-01 00:00:00"
105,"365D-4C9A-BE",4,714,1,28.8404,115.3616,"2001-07-01 00:00:00"
106,"365D-4C9A-BE",3,722,1,178.5808,535.7424,"2001-07-01 00:00:00"
107,"365D-4C9A-BE",1,708,1,20.1865,20.1865,"2001-07-01 00:00:00"
108,"365D-4C9A-BE",3,733,1,356.898,1070.694,"2001-07-01 00:00:00"
109,"365D-4C9A-BE",3,763,1,419.4589,1258.3767,"2001-07-01 00:00:00"
110,"B65C-4867-86",1,747,1,714.7043,714.7043,"2001-07-01 00:00:00"
111,"F101-4649-85",1,710,1,5.7,5.7,"2001-07-01 00:00:00"
112,"F101-4649-85",2,709,1,5.7,11.4,"2001-07-01 00:00:00"
113,"F101-4649-85",2,773,1,2039.994,4079.988,"2001-07-01 00:00:00"
114,"F101-4649-85",1,776,1,2024.994,2024.994,"2001-07-01 00:00:00"
115,"DFD9-41B7-94",1,753,1,2146.962,2146.962,"2001-07-01 00:00:00"
116,"DFD9-41B7-94",2,714,1,28.8404,57.6808,"2001-07-01 00:00:00"
117,"DFD9-41B7-94",1,756,1,874.794,874.794,"2001-07-01 00:00:00"
118,"DFD9-41B7-94",2,768,1,419.4589,838.9178,"2001-07-01 00:00:00"
119,"DFD9-41B7-94",2,732,1,356.898,713.796,"2001-07-01 00:00:00"
120,"DFD9-41B7-94",2,763,1,419.4589,838.9178,"2001-07-01 00:00:00"
121,"DFD9-41B7-94",2,755,1,874.794,1749.588,"2001-07-01 00:00:00"
122,"DFD9-41B7-94",2,764,1,419.4589,838.9178,"2001-07-01 00:00:00"
123,"DFD9-41B7-94",1,716,1,28.8404,28.8404,"2001-07-01 00:00:00"
124,"DFD9-41B7-94",1,711,1,20.1865,20.1865,"2001-07-01 00:00:00"
125,"DFD9-41B7-94",1,708,1,20.1865,20.1865,"2001-07-01 00:00:00"
126,"F4B5-48D0-BA",6,709,1,5.7,34.2,"2001-07-01 00:00:00"
127,"F4B5-48D0-BA",2,776,1,2024.994,4049.988,"2001-07-01 00:00:00"
128,"F4B5-48D0-BA",1,774,1,2039.994,2039.994,"2001-07-01 00:00:00"
129,"260F-4DCF-A1",1,754,1,874.794,874.794,"2001-07-01 00:00:00"
130,"260F-4DCF-A1",3,715,1,28.8404,86.5212,"2001-07-01 00:00:00"
131,"260F-4DCF-A1",1,729,1,183.9382,183.9382,"2001-07-01 00:00:00"
132,"260F-4DCF-A1",2,761,1,419.4589,838.9178,"2001-07-01 00:00:00"
133,"260F-4DCF-A1",1,762,1,419.4589,419.4589,"2001-07-01 00:00:00"
134,"260F-4DCF-A1",2,738,1,178.5808,357.1616,"2001-07-01 00:00:00"
135,"260F-4DCF-A1",2,770,1,419.4589,838.9178,"2001-07-01 00:00:00"
136,"260F-4DCF-A1",1,712,1,5.1865,5.1865,"2001-07-01 00:00:00"
137,"260F-4DCF-A1",2,708,1,20.1865,40.373,"2001-07-01 00:00:00"
138,"260F-4DCF-A1",1,711,1,20.1865,20.1865,"2001-07-01 00:00:00"
139,"260F-4DCF-A1",4,707,1,20.1865,80.746,"2001-07-01 00:00:00"
140,"4C12-4FF9-80",3,758,1,874.794,2624.382,"2001-07-01 00:00:00"
141,"5069-4470-BE",4,761,1,419.4589,1677.8356,"2001-07-01 00:00:00"
142,"5069-4470-BE",5,711,1,20.1865,100.9325,"2001-07-01 00:00:00"
143,"5069-4470-BE",2,738,1,178.5808,357.1616,"2001-07-01 00:00:00"
144,"5069-4470-BE",1,708,1,20.1865,20.1865,"2001-07-01 00:00:00"
145,"5069-4470-BE",2,762,1,419.4589,838.9178,"2001-07-01 00:00:00"
146,"5069-4470-BE",2,758,1,874.794,1749.588,"2001-07-01 00:00:00"
147,"5069-4470-BE",2,712,1,5.1865,10.373,"2001-07-01 00:00:00"
148,"5069-4470-BE",1,754,1,874.794,874.794,"2001-07-01 00:00:00"
149,"5069-4470-BE",3,715,1,28.8404,86.5212,"2001-07-01 00:00:00"
150,"11BA-4D19-B7",2,776,1,2024.994,4049.988,"2001-07-01 00:00:00"
151,"11BA-4D19-B7",2,778,1,2024.994,4049.988,"2001-07-01 00:00:00"
152,"11BA-4D19-B7",1,710,1,5.7,5.7,"2001-07-01 00:00:00"
153,"11BA-4D19-B7",3,775,1,2024.994,6074.982,"2001-07-01 00:00:00"
154,"11BA-4D19-B7",4,709,1,5.7,22.8,"2001-07-01 00:00:00"
155,"8E3A-4564-99",3,715,1,28.8404,86.5212,"2001-07-01 00:00:00"
156,"8E3A-4564-99",1,753,1,2146.962,2146.962,"2001-07-01 00:00:00"
157,"8E3A-4564-99",1,758,1,874.794,874.794,"2001-07-01 00:00:00"
158,"8E3A-4564-99",1,770,1,419.4589,419.4589,"2001-07-01 00:00:00"
159,"8E3A-4564-99",2,708,1,20.1865,40.373,"2001-07-01 00:00:00"
160,"8E3A-4564-99",4,760,1,419.4589,1677.8356,"2001-07-01 00:00:00"
161,"8E3A-4564-99",2,765,1,419.4589,838.9178,"2001-07-01 00:00:00"
162,"8E3A-4564-99",1,763,1,419.4589,419.4589,"2001-07-01 00:00:00"
163,"8E3A-4564-99",5,712,1,5.1865,25.9325,"2001-07-01 00:00:00"
164,"8E3A-4564-99",1,707,1,20.1865,20.1865,"2001-07-01 00:00:00"
165,"8E3A-4564-99",1,754,1,874.794,874.794,"2001-07-01 00:00:00"
166,"8E3A-4564-99",2,729,1,183.9382,367.8764,"2001-07-01 00:00:00"
167,"FBD8-4CE4-8B",1,760,1,419.4589,419.4589,"2001-07-01 00:00:00"
168,"FBD8-4CE4-8B",2,738,1,178.5808,357.1616,"2001-07-01 00:00:00"
169,"FBD8-4CE4-8B",1,765,1,419.4589,419.4589,"2001-07-01 00:00:00"
170,"FBD8-4CE4-8B",2,732,1,356.898,713.796,"2001-07-01 00:00:00"
171,"FBD8-4CE4-8B",3,762,1,419.4589,1258.3767,"2001-07-01 00:00:00"
172,"FBD8-4CE4-8B",2,761,1,419.4589,838.9178,"2001-07-01 00:00:00"
173,"FBD8-4CE4-8B",3,712,1,5.1865,15.5595,"2001-07-01 00:00:00"
174,"FBD8-4CE4-8B",4,708,1,20.1865,80.746,"2001-07-01 00:00:00"
175,"FBD8-4CE4-8B",2,729,1,183.9382,367.8764,"2001-07-01 00:00:00"
176,"FBD8-4CE4-8B",1,756,1,874.794,874.794,"2001-07-01 00:00:00"
177,"FBD8-4CE4-8B",2,725,1,183.9382,367.8764,"2001-07-01 00:00:00"
178,"FBD8-4CE4-8B",1,716,1,28.8404,28.8404,"2001-07-01 00:00:00"
179,"FBD8-4CE4-8B",1,770,1,419.4589,419.4589,"2001-07-01 00:00:00"
180,"FBD8-4CE4-8B",2,758,1,874.794,1749.588,"2001-07-01 00:00:00"
181,"FBD8-4CE4-8B",2,715,1,28.8404,57.6808,"2001-07-01 00:00:00"
182,"FBD8-4CE4-8B",1,754,1,874.794,874.794,"2001-07-01 00:00:00"
183,"FBD8-4CE4-8B",1,755,1,874.794,874.794,"2001-07-01 00:00:00"
184,"FBD8-4CE4-8B",3,711,1,20.1865,60.5595,"2001-07-01 00:00:00"
185,"FBD8-4CE4-8B",1,707,1,20.1865,20.1865,"2001-07-01 00:00:00"
186,"918F-49F3-AD",1,760,1,419.4589,419.4589,"2001-07-01 00:00:00"
187,"918F-49F3-AD",2,770,1,419.4589,838.9178,"2001-07-01 00:00:00"
188,"918F-49F3-AD",2,715,1,28.8404,57.6808,"2001-07-01 00:00:00"
189,"FF1F-4DD0-98",3,760,1,419.4589,1258.3767,"2001-07-01 00:00:00"
190,"FF1F-4DD0-98",2,756,1,874.794,1749.588,"2001-07-01 00:00:00"
191,"FF1F-4DD0-98",2,738,1,178.5808,357.1616,"2001-07-01 00:00:00"
192,"FF1F-4DD0-98",4,707,1,20.1865,80.746,"2001-07-01 00:00:00"
193,"FF1F-4DD0-98",1,729,1,183.9382,183.9382,"2001-07-01 00:00:00"
194,"FF1F-4DD0-98",1,711,1,20.1865,20.1865,"2001-07-01 00:00:00"
195,"FF1F-4DD0-98",2,715,1,28.8404,57.6808,"2001-07-01 00:00:00"
196,"FF1F-4DD0-98",2,725,1,183.9382,367.8764,"2001-07-01 00:00:00"
197,"FF1F-4DD0-98",1,758,1,874.794,874.794,"2001-07-01 00:00:00"
198,"FF1F-4DD0-98",1,761,1,419.4589,419.4589,"2001-07-01 00:00:00"
199,"FF1F-4DD0-98",2,753,1,2146.962,4293.924,"2001-07-01 00:00:00"
200,"FF1F-4DD0-98",2,708,1,20.1865,40.373,"2001-07-01 00:00:00"
201,"FF1F-4DD0-98",3,765,1,419.4589,1258.3767,"2001-07-01 00:00:00"
202,"FF1F-4DD0-98",3,712,1,5.1865,15.5595,"2001-07-01 00:00:00"
203,"FF1F-4DD0-98",1,763,1,419.4589,419.4589,"2001-07-01 00:00:00"
204,"6D51-449D-B3",6,715,1,28.8404,173.0424,"2001-07-01 00:00:00"
205,"6D51-449D-B3",5,762,1,419.4589,2097.2945,"2001-07-01 00:00:00"
206,"6D51-449D-B3",1,732,1,356.898,356.898,"2001-07-01 00:00:00"
207,"6D51-449D-B3",1,707,1,20.1865,20.1865,"2001-07-01 00:00:00"
208,"6D51-449D-B3",1,729,1,183.9382,183.9382,"2001-07-01 00:00:00"
209,"6D51-449D-B3",2,708,1,20.1865,40.373,"2001-07-01 00:00:00"
210,"6D51-449D-B3",3,770,1,419.4589,1258.3767,"2001-07-01 00:00:00"
211,"6D51-449D-B3",2,730,1,183.9382,367.8764,"2001-07-01 00:00:00"
212,"6D51-449D-B3",3,758,1,874.794,2624.382,"2001-07-01 00:00:00"
213,"6D51-449D-B3",1,768,1,419.4589,419.4589,"2001-07-01 00:00:00"
214,"6D51-449D-B3",2,761,1,419.4589,838.9178,"2001-07-01 00:00:00"
215,"6D51-449D-B3",2,738,1,178.5808,357.1616,"2001-07-01 00:00:00"
216,"6D51-449D-B3",1,753,1,2146.962,2146.962,"2001-07-01 00:00:00"
217,"6D51-449D-B3",2,714,1,28.8404,57.6808,"2001-07-01 00:00:00"
218,"6D51-449D-B3",2,764,1,419.4589,838.9178,"2001-07-01 00:00:00"
219,"6D51-449D-B3",2,760,1,419.4589,838.9178,"2001-07-01 00:00:00"
220,"6D51-449D-B3",1,756,1,874.794,874.794,"2001-07-01 00:00:00"
221,"6D51-449D-B3",2,716,1,28.8404,57.6808,"2001-07-01 00:00:00"
222,"6D51-449D-B3",2,711,1,20.1865,40.373,"2001-07-01 00:00:00"
223,"6D51-449D-B3",1,725,1,183.9382,183.9382,"2001-07-01 00:00:00"
224,"6D51-449D-B3",2,712,1,5.1865,10.373,"2001-07-01 00:00:00"
225,"ECD4-43A8-A8",2,758,1,874.794,1749.588,"2001-07-01 00:00:00"
226,"ECD4-43A8-A8",1,762,1,419.4589,419.4589,"2001-07-01 00:00:00"
227,"ECD4-43A8-A8",2,760,1,419.4589,838.9178,"2001-07-01 00:00:00"
228,"ECD4-43A8-A8",2,770,1,419.4589,838.9178,"2001-07-01 00:00:00"
229,"ECD4-43A8-A8",1,715,1,28.8404,28.8404,"2001-07-01 00:00:00"
230,"2299-44F7-95",2,776,1,2024.994,4049.988,"2001-07-01 00:00:00"
231,"2299-44F7-95",2,715,1,28.8404,57.6808,"2001-07-01 00:00:00"
232,"2299-44F7-95",2,773,1,2039.994,4079.988,"2001-07-01 00:00:00"
233,"2299-44F7-95",1,774,1,2039.994,2039.994,"2001-07-01 00:00:00"
234,"2299-44F7-95",1,708,1,20.1865,20.1865,"2001-07-01 00:00:00"
235,"2299-44F7-95",2,711,1,20.1865,40.373,"2001-07-01 00:00:00"
236,"2299-44F7-95",3,712,1,5.1865,15.5595,"2001-07-01 00:00:00"
237,"2299-44F7-95",4,775,1,2024.994,8099.976,"2001-07-01 00:00:00"
238,"2299-44F7-95",6,777,1,2024.994,12149.964,"2001-07-01 00:00:00"
239,"2299-44F7-95",1,772,1,2039.994,2039.994,"2001-07-01 00:00:00"
240,"2299-44F7-95",3,707,1,20.1865,60.5595,"2001-07-01 00:00:00"
241,"2299-44F7-95",5,778,1,2024.994,10124.97,"2001-07-01 00:00:00"
242,"2299-44F7-95",6,709,1,5.7,34.2,"2001-07-01 00:00:00"
243,"8C01-4CC0-A9",2,754,1,874.794,1749.588,"2001-07-01 00:00:00"
244,"8C01-4CC0-A9",2,762,1,419.4589,838.9178,"2001-07-01 00:00:00"
245,"8C01-4CC0-A9",1,760,1,419.4589,419.4589,"2001-07-01 00:00:00"
246,"8C01-4CC0-A9",2,758,1,874.794,1749.588,"2001-07-01 00:00:00"
247,"8C01-4CC0-A9",1,770,1,419.4589,419.4589,"2001-07-01 00:00:00"
248,"8C01-4CC0-A9",1,763,1,419.4589,419.4589,"2001-07-01 00:00:00"
249,"C519-4AB3-88",3,765,1,419.4589,1258.3767,"2001-07-01 00:00:00"
250,"C519-4AB3-88",1,763,1,419.4589,419.4589,"2001-07-01 00:00:00"
251,"C519-4AB3-88",1,754,1,874.794,874.794,"2001-07-01 00:00:00"
252,"C519-4AB3-88",1,725,1,183.9382,183.9382,"2001-07-01 00:00:00"
253,"FBD0-4F71-80",3,758,1,874.794,2624.382,"2001-07-01 00:00:00"
254,"FBD0-4F71-80",1,762,1,419.4589,419.4589,"2001-07-01 00:00:00"
255,"FBD0-4F71-80",1,770,1,419.4589,419.4589,"2001-07-01 00:00:00"
256,"61FA-475A-AC",1,768,1,419.4589,419.4589,"2001-07-01 00:00:00"
257,"61FA-475A-AC",2,765,1,419.4589,838.9178,"2001-07-01 00:00:00"
258,"16F4-456B-9A",1,725,1,183.9382,183.9382,"2001-07-01 00:00:00"
259,"16F4-456B-9A",2,760,1,419.4589,838.9178,"2001-07-01 00:00:00"
260,"16F4-456B-9A",3,762,1,419.4589,1258.3767,"2001-07-01 00:00:00"
261,"16F4-456B-9A",1,738,1,178.5808,178.5808,"2001-07-01 00:00:00"
262,"16F4-456B-9A",1,763,1,419.4589,419.4589,"2001-07-01 00:00:00"
263,"16F4-456B-9A",2,729,1,183.9382,367.8764,"2001-07-01 00:00:00"
264,"16F4-456B-9A",2,754,1,874.794,1749.588,"2001-07-01 00:00:00"
265,"16F4-456B-9A",2,758,1,874.794,1749.588,"2001-07-01 00:00:00"
266,"16F4-456B-9A",3,765,1,419.4589,1258.3767,"2001-07-01 00:00:00"
267,"16F4-456B-9A",1,770,1,419.4589,419.4589,"2001-07-01 00:00:00"
268,"16F4-456B-9A",2,753,1,2146.962,4293.924,"2001-07-01 00:00:00"
269,"DCD9-4C9A-AB",3,764,1,419.4589,1258.3767,"2001-07-01 00:00:00"
270,"DCD9-4C9A-AB",2,738,1,178.5808,357.1616,"2001-07-01 00:00:00"
271,"DCD9-4C9A-AB",2,725,1,183.9382,367.8764,"2001-07-01 00:00:00"
272,"DCD9-4C9A-AB",1,753,1,2146.962,2146.962,"2001-07-01 00:00:00"
273,"DCD9-4C9A-AB",2,755,1,874.794,1749.588,"2001-07-01 00:00:00"
274,"DCD9-4C9A-AB",4,766,1,419.4589,1677.8356,"2001-07-01 00:00:00"
275,"DCD9-4C9A-AB",2,770,1,419.4589,838.9178,"2001-07-01 00:00:00"
276,"DCD9-4C9A-AB",7,760,1,419.4589,2936.2123,"2001-07-01 00:00:00"
277,"DCD9-4C9A-AB",3,726,1,183.9382,551.8146,"2001-07-01 00:00:00"
278,"DCD9-4C9A-AB",1,722,1,178.5808,178.5808,"2001-07-01 00:00:00"
279,"DCD9-4C9A-AB",6,763,1,419.4589,2516.7534,"2001-07-01 00:00:00"
280,"DCD9-4C9A-AB",2,729,1,183.9382,367.8764,"2001-07-01 00:00:00"
281,"DCD9-4C9A-AB",2,730,1,183.9382,367.8764,"2001-07-01 00:00:00"
282,"DCD9-4C9A-AB",2,732,1,356.898,713.796,"2001-07-01 00:00:00"
283,"DCD9-4C9A-AB",5,765,1,419.4589,2097.2945,"2001-07-01 00:00:00"
284,"DCD9-4C9A-AB",2,768,1,419.4589,838.9178,"2001-07-01 00:00:00"
285,"DCD9-4C9A-AB",2,761,1,419.4589,838.9178,"2001-07-01 00:00:00"
286,"DCD9-4C9A-AB",3,758,1,874.794,2624.382,"2001-07-01 00:00:00"
287,"DCD9-4C9A-AB",2,749,1,2146.962,4293.924,"2001-07-01 00:00:00"
288,"DCD9-4C9A-AB",9,762,1,419.4589,3775.1301,"2001-07-01 00:00:00"
289,"DCD9-4C9A-AB",4,754,1,874.794,3499.176,"2001-07-01 00:00:00"
290,"7A3C-492F-A6",1,715,1,28.8404,28.8404,"2001-07-01 00:00:00"
291,"7A3C-492F-A6",1,770,1,419.4589,419.4589,"2001-07-01 00:00:00"
292,"7A3C-492F-A6",2,712,1,5.1865,10.373,"2001-07-01 00:00:00"
293,"7A3C-492F-A6",2,760,1,419.4589,838.9178,"2001-07-01 00:00:00"
294,"272B-4319-9E",1,758,1,874.794,874.794,"2001-07-01 00:00:00"
295,"BFA9-470E-B4",5,770,1,419.4589,2097.2945,"2001-07-01 00:00:00"
296,"BFA9-470E-B4",1,725,1,183.9382,183.9382,"2001-07-01 00:00:00"
297,"BFA9-470E-B4",8,754,1,874.794,6998.352,"2001-07-01 00:00:00"
298,"BFA9-470E-B4",2,730,1,183.9382,367.8764,"2001-07-01 00:00:00"
299,"BFA9-470E-B4",10,715,1,28.8404,288.404,"2001-07-01 00:00:00"
300,"BFA9-470E-B4",1,768,1,419.4589,419.4589,"2001-07-01 00:00:00"
301,"BFA9-470E-B4",4,756,1,874.794,3499.176,"2001-07-01 00:00:00"
302,"BFA9-470E-B4",2,738,1,178.5808,357.1616,"2001-07-01 00:00:00"
303,"BFA9-470E-B4",8,758,1,874.794,6998.352,"2001-07-01 00:00:00"
304,"BFA9-470E-B4",3,708,1,20.1865,60.5595,"2001-07-01 00:00:00"
305,"BFA9-470E-B4",6,762,1,419.4589,2516.7534,"2001-07-01 00:00:00"
306,"BFA9-470E-B4",3,732,1,356.898,1070.694,"2001-07-01 00:00:00"
307,"BFA9-470E-B4",6,712,1,5.1865,31.119,"2001-07-01 00:00:00"
308,"BFA9-470E-B4",4,714,1,28.8404,115.3616,"2001-07-01 00:00:00"
309,"BFA9-470E-B4",7,760,1,419.4589,2936.2123,"2001-07-01 00:00:00"
310,"BFA9-470E-B4",2,755,1,874.794,1749.588,"2001-07-01 00:00:00"
311,"BFA9-470E-B4",4,716,1,28.8404,115.3616,"2001-07-01 00:00:00"
